,Runs,Mins,BF,4s,6s,SR,Pos,Dismissal,Inns,Opposition,Ground,Start Date
85,DNB,-,-,-,-,-,-,-,2,v Australia,Bengaluru,29-Sep-07
86,58,134,88,2,2,65.9,6,caught,2,v Australia,Kochi,02-Oct-07
87,33,49,37,4,0,89.18,6,caught,2,v Australia,Hyderabad,05-Oct-07
88,50*,59,35,5,1,142.85,4,not out,1,v Australia,Chandigarh,08-Oct-07
89,4,12,7,1,0,57.14,6,caught,1,v Australia,Vadodara,11-Oct-07
90,26,44,29,2,1,89.65,6,caught,2,v Australia,Nagpur,14-Oct-07
91,5,22,11,1,0,45.45,6,caught,2,v Australia,Wankhede,17-Oct-07
92,63,106,77,8,0,81.81,4,caught,2,v Pakistan,Guwahati,05-Nov-07
93,4,24,10,0,0,40,6,caught,1,v Pakistan,Mohali,08-Nov-07
94,49,61,52,4,2,94.23,5,bowled,1,v Pakistan,Kanpur,11-Nov-07
95,45*,72,45,3,1,100,6,not out,2,v Pakistan,Gwalior,15-Nov-07
96,24,53,32,1,0,75,7,caught,2,v Pakistan,Jaipur,18-Nov-07
97,37,102,61,1,0,60.65,6,caught,1,v Australia,Brisbane,03-Feb-08
98,88*,124,95,5,1,92.63,6,not out,1,v Sri Lanka,Brisbane,05-Feb-08
99,17*,72,54,0,0,31.48,7,not out,2,v Australia,Melbourne,10-Feb-08
100,31,33,26,3,0,119.23,5,run out,1,v Sri Lanka,Canberra,12-Feb-08
101,37,97,50,1,0,74,6,run out,2,v Australia,Adelaide,17-Feb-08
102,50*,140,68,0,0,73.52,6,not out,2,v Sri Lanka,Adelaide,19-Feb-08
103,36,84,66,4,0,54.54,6,caught,2,v Australia,Sydney,24-Feb-08
104,DNB,-,-,-,-,-,-,-,2,v Sri Lanka,Hobart,26-Feb-08
105,15*,21,12,3,0,125,6,not out,2,v Australia,Sydney,02-Mar-08
106,36,52,37,2,1,97.29,5,caught,1,v Australia,Brisbane,04-Mar-08
107,24,23,23,5,0,104.34,6,lbw,1,v Pakistan,Mirpur,10-Jun-08
108,DNB,-,-,-,-,-,-,-,2,v Bangladesh,Mirpur,12-Jun-08
109,64,95,59,3,2,108.47,7,caught,2,v Pakistan,Mirpur,14-Jun-08
110,109*,121,96,6,6,113.54,4,not out,1,v Hong Kong,Karachi,25-Jun-08
111,26*,38,30,0,1,86.66,5,not out,2,v Pakistan,Karachi,26-Jun-08
112,DNB,-,-,-,-,-,-,-,2,v Bangladesh,Karachi,28-Jun-08
113,76,150,96,4,0,79.16,5,caught,1,v Pakistan,Karachi,02-Jul-08
114,67,78,62,5,1,108.06,4,bowled,2,v Sri Lanka,Karachi,03-Jul-08
115,49,104,74,4,0,66.21,5,caught,2,v Sri Lanka,Karachi,06-Jul-08
116,6,30,28,0,0,21.42,6,caught,1,v Sri Lanka,Dambulla,18-Aug-08
117,39,88,54,3,0,72.22,5,bowled,2,v Sri Lanka,Dambulla,20-Aug-08
118,76,99,80,8,0,95,6,caught,1,v Sri Lanka,Colombo (RPS),24-Aug-08
119,71,104,80,4,0,88.75,5,caught,1,v Sri Lanka,Colombo (RPS),27-Aug-08
120,1,17,7,0,0,14.28,6,bowled,2,v Sri Lanka,Colombo (RPS),29-Aug-08
121,39,46,32,3,1,121.87,6,bowled,1,v England,Rajkot,14-Nov-08
122,15,31,26,1,0,57.69,6,bowled,1,v England,Indore,17-Nov-08
123,29*,70,51,4,0,56.86,6,not out,2,v England,Kanpur,20-Nov-08
124,9,5,5,0,1,180,5,bowled,1,v England,Bengaluru,23-Nov-08
125,50,87,61,5,0,81.96,4,lbw,2,v England,Cuttack,26-Nov-08
126,61*,85,65,5,0,93.84,5,not out,2,v Sri Lanka,Dambulla,28-Jan-09
127,23,55,35,0,0,65.71,6,caught,1,v Sri Lanka,Colombo (RPS),31-Jan-09
128,35*,70,45,1,0,77.77,5,not out,1,v Sri Lanka,Colombo (RPS),03-Feb-09
129,94,140,96,4,2,97.91,3,caught,1,v Sri Lanka,Colombo (RPS),05-Feb-09
130,53,85,58,1,2,91.37,6,caught,2,v Sri Lanka,Colombo (RPS),08-Feb-09
131,84*,120,89,6,0,94.38,3,not out,1,v New Zealand,Napier,03-Mar-09
132,23*,-,19,2,0,121.05,5,not out,1,v New Zealand,Wellington,06-Mar-09
133,68,76,58,5,2,117.24,5,caught,1,v New Zealand,Christchurch,08-Mar-09
134,DNB,-,-,-,-,-,-,-,2,v New Zealand,Hamilton,11-Mar-09
135,9,19,21,1,0,42.85,6,bowled,1,v New Zealand,Auckland,14-Mar-09
136,41,81,46,2,1,89.13,5,run out,1,v West Indies,Kingston,26-Jun-09
137,95,201,130,6,2,73.07,5,bowled,1,v West Indies,Kingston,28-Jun-09
138,46*,50,34,2,1,135.29,3,not out,2,v West Indies,Gros Islet,03-Jul-09
139,TDNB,-,-,-,-,-,-,-,-,v West Indies,Gros Islet,05-Jul-09
140,35*,86,65,4,0,53.84,5,not out,2,v New Zealand,Colombo (RPS),11-Sep-09
141,8,24,18,0,0,44.44,6,bowled,2,v Sri Lanka,Colombo (RPS),12-Sep-09
142,56,82,62,3,0,90.32,3,caught,1,v Sri Lanka,Colombo (RPS),14-Sep-09
143,3,8,9,0,0,33.33,5,lbw,2,v Pakistan,Centurion,26-Sep-09
144,TDNB,-,-,-,-,-,-,-,-,v Australia,Centurion,28-Sep-09
145,DNB,-,-,-,-,-,-,-,2,v West Indies,Johannesburg,30-Sep-09
146,34,75,46,4,0,73.91,5,caught,2,v Australia,Vadodara,25-Oct-09
147,124,141,107,9,3,115.88,5,caught,1,v Australia,Nagpur,28-Oct-09
148,71*,153,95,6,0,74.73,5,not out,2,v Australia,Delhi,31-Oct-09
149,26,58,46,2,0,56.52,5,caught,2,v Australia,Mohali,02-Nov-09
150,6,17,15,0,0,40,5,caught,2,v Australia,Hyderabad,05-Nov-09
151,24,97,77,1,0,31.16,5,lbw,1,v Australia,Guwahati,08-Nov-09
152,72,78,53,7,3,135.84,3,caught,1,v Sri Lanka,Rajkot,15-Dec-09
153,107,135,111,8,2,96.39,5,caught,1,v Sri Lanka,Nagpur,18-Dec-09
154,TDNB,-,-,-,-,-,-,-,-,v Sri Lanka,Delhi,27-Dec-09
155,37,85,70,3,0,52.85,5,caught,1,v Sri Lanka,Mirpur,05-Jan-10
156,101*,167,107,9,0,94.39,5,not out,2,v Bangladesh,Mirpur,07-Jan-10
157,DNB,-,-,-,-,-,-,-,2,v Sri Lanka,Mirpur,10-Jan-10
158,32,53,35,3,0,91.42,5,caught,2,v Bangladesh,Mirpur,11-Jan-10
159,14,23,19,3,0,73.68,5,caught,1,v Sri Lanka,Mirpur,13-Jan-10
160,26,-,29,2,0,89.65,4,caught,1,v South Africa,Jaipur,21-Feb-10
161,68*,37,35,7,4,194.28,5,not out,1,v South Africa,Gwalior,24-Feb-10
162,9,-,7,0,1,128.57,5,caught,2,v South Africa,Ahmedabad,27-Feb-10
163,38*,63,45,3,1,84.44,5,not out,2,v Bangladesh,Dambulla,16-Jun-10
164,56,91,71,2,1,78.87,4,bowled,2,v Pakistan,Dambulla,19-Jun-10
165,41,59,53,6,0,77.35,6,run out,1,v Sri Lanka,Dambulla,22-Jun-10
166,38,51,50,2,1,76,4,caught,1,v Sri Lanka,Dambulla,24-Jun-10
167,2,14,9,0,0,22.22,6,run out,2,v New Zealand,Dambulla,10-Aug-10
168,23*,56,38,2,0,60.52,6,not out,2,v Sri Lanka,Dambulla,16-Aug-10
169,10,-,16,2,0,62.5,6,caught,1,v Sri Lanka,Dambulla,22-Aug-10
170,38,96,75,3,0,50.66,6,caught,1,v New Zealand,Dambulla,25-Aug-10
171,67,140,100,5,1,67,5,bowled,2,v Sri Lanka,Dambulla,28-Aug-10
172,0,3,1,0,0,0,6,bowled,2,v Australia,Visakhapatnam,20-Oct-10
173,25,48,35,1,0,71.42,6,run out,2,v South Africa,Durban,12-Jan-11
174,38,101,61,1,0,62.29,5,bowled,1,v South Africa,Johannesburg,15-Jan-11
175,5,15,12,1,0,41.66,5,caught,2,v South Africa,Cape Town,18-Jan-11
176,2,9,8,0,0,25,6,caught,2,v South Africa,Gqeberha,21-Jan-11
177,5,11,10,1,0,50,4,caught,2,v South Africa,Centurion,23-Jan-11
178,DNB,-,-,-,-,-,-,-,1,v Bangladesh,Mirpur,19-Feb-11
179,31,38,25,3,1,124,5,caught,1,v England,Bengaluru,27-Feb-11
180,34,68,50,2,0,68,6,lbw,2,v Ireland,Bengaluru,06-Mar-11
181,19*,56,40,2,0,47.5,7,not out,2,v Netherlands,Delhi,09-Mar-11
182,12*,37,21,0,0,57.14,6,not out,1,v South Africa,Nagpur,12-Mar-11
183,22,41,30,1,0,73.33,5,stumped,1,v West Indies,Chennai,20-Mar-11
184,7,19,8,1,0,87.5,6,caught,2,v Australia,Ahmedabad,24-Mar-11
185,25,64,42,2,0,59.52,6,lbw,1,v Pakistan,Mohali,30-Mar-11
186,91*,128,79,8,2,115.18,5,not out,2,v Sri Lanka,Wankhede,02-Apr-11
187,33,41,36,2,0,91.66,7,caught,1,v England,Chester-le-Street,03-Sep-11
188,6,9,5,1,0,120,6,caught,1,v England,Southampton,06-Sep-11
189,69,142,103,5,0,66.99,6,caught,1,v England,The Oval,09-Sep-11
190,78*,110,71,6,3,109.85,6,not out,1,v England,Lord's,11-Sep-11
191,50*,35,26,5,2,192.3,6,not out,1,v England,Cardiff,16-Sep-11
192,87*,104,70,10,1,124.28,6,not out,1,v England,Hyderabad,14-Oct-11
193,DNB,-,-,-,-,-,-,-,2,v England,Delhi,17-Oct-11
194,35*,53,31,3,0,112.9,6,not out,2,v England,Mohali,20-Oct-11
195,15*,-,18,1,1,83.33,6,not out,2,v England,Wankhede,23-Oct-11
196,75*,103,69,3,4,108.69,6,not out,1,v England,Eden Gardens,25-Oct-11
197,29,61,38,1,0,76.31,6,caught,2,v Australia,Melbourne,05-Feb-12
198,4,6,5,1,0,80,6,caught,2,v Sri Lanka,Perth,08-Feb-12
199,44*,76,58,0,1,75.86,6,not out,2,v Australia,Adelaide,12-Feb-12
200,58*,113,69,3,1,84.05,6,not out,2,v Sri Lanka,Adelaide,14-Feb-12
201,56,115,84,2,1,66.66,6,caught,2,v Australia,Brisbane,19-Feb-12
202,14,68,49,0,0,28.57,6,lbw,2,v Australia,Sydney,26-Feb-12
203,DNB,-,-,-,-,-,-,-,2,v Sri Lanka,Hobart,28-Feb-12
204,46*,38,26,6,1,176.92,4,not out,1,v Sri Lanka,Mirpur,13-Mar-12
205,21*,20,11,2,0,190.9,5,not out,1,v Bangladesh,Mirpur,16-Mar-12
206,4*,4,1,1,0,400,6,not out,2,v Pakistan,Mirpur,18-Mar-12
207,35,49,29,3,1,120.68,6,caught,1,v Sri Lanka,Hambantota,21-Jul-12
208,11,26,16,2,0,68.75,6,caught,1,v Sri Lanka,Hambantota,24-Jul-12
209,31,60,49,1,0,63.26,4,bowled,2,v Sri Lanka,Colombo (RPS),28-Jul-12
210,DNB,-,-,-,-,-,-,-,2,v Sri Lanka,Colombo (RPS),31-Jul-12
211,58,57,38,8,1,152.63,7,caught,1,v Sri Lanka,Pallekele,04-Aug-12
212,113*,177,125,7,3,90.4,7,not out,1,v Pakistan,Chennai,30-Dec-12
213,54*,121,89,4,1,60.67,6,not out,2,v Pakistan,Eden Gardens,03-Jan-13
214,36,77,55,1,3,65.45,6,caught,1,v Pakistan,Delhi,06-Jan-13
215,32,54,25,0,4,128,6,caught,2,v England,Rajkot,11-Jan-13
216,72,117,66,7,2,109.09,6,caught,1,v England,Kochi,15-Jan-13
217,10*,12,12,2,0,83.33,5,not out,2,v England,Ranchi,19-Jan-13
218,19,49,21,2,0,90.47,6,caught,2,v England,Mohali,23-Jan-13
219,15,38,23,2,0,65.21,6,lbw,1,v England,Dharamsala,27-Jan-13
220,27,42,26,3,0,103.84,5,caught,1,v South Africa,Cardiff,06-Jun-13
221,DNB,-,-,-,-,-,-,-,2,v West Indies,The Oval,11-Jun-13
222,DNB,-,-,-,-,-,-,-,2,v Pakistan,Birmingham,15-Jun-13
223,DNB,-,-,-,-,-,-,-,2,v Sri Lanka,Cardiff,20-Jun-13
224,0,3,4,0,0,0,6,caught,1,v England,Birmingham,23-Jun-13
225,27,66,35,1,0,77.14,6,bowled,1,v West Indies,Kingston,30-Jun-13
226,45*,98,52,5,2,86.53,6,not out,2,v Sri Lanka,Port of Spain,11-Jul-13
227,19,52,22,2,0,86.36,6,bowled,2,v Australia,Pune,13-Oct-13
228,DNB,-,-,-,-,-,-,-,2,v Australia,Jaipur,16-Oct-13
229,139*,169,121,12,5,114.87,6,not out,1,v Australia,Mohali,19-Oct-13
230,DNB,-,-,-,-,-,-,-,2,v Australia,Ranchi,23-Oct-13
231,25*,35,23,2,0,108.69,6,not out,2,v Australia,Nagpur,30-Oct-13
232,62,73,38,7,2,163.15,6,run out,1,v Australia,Bengaluru,02-Nov-13
233,13*,14,7,3,0,185.71,6,not out,2,v West Indies,Kochi,21-Nov-13
234,51*,61,40,3,4,127.5,6,not out,1,v West Indies,Visakhapatnam,24-Nov-13
235,23*,48,23,3,0,100,6,not out,2,v West Indies,Kanpur,27-Nov-13
236,65,125,71,8,1,91.54,6,bowled,2,v South Africa,Johannesburg,05-Dec-13
237,19,43,31,0,0,61.29,6,caught,2,v South Africa,Durban,08-Dec-13
238,TDNB,-,-,-,-,-,-,-,-,v South Africa,Centurion,11-Dec-13
239,40,72,46,2,2,86.95,6,caught,2,v New Zealand,Napier,19-Jan-14
240,56,81,44,7,1,127.27,5,caught,2,v New Zealand,Hamilton,22-Jan-14
241,50,79,60,2,3,83.33,6,caught,2,v New Zealand,Auckland,25-Jan-14
242,79*,111,73,6,3,108.21,5,not out,1,v New Zealand,Hamilton,28-Jan-14
243,47,79,72,3,0,65.27,6,caught,2,v New Zealand,Wellington,31-Jan-14
244,52,94,51,6,0,101.96,6,bowled,1,v England,Cardiff,27-Aug-14
245,DNB,-,-,-,-,-,-,-,2,v England,Nottingham,30-Aug-14
246,DNB,-,-,-,-,-,-,-,2,v England,Birmingham,02-Sep-14
247,29,63,42,1,1,69.04,6,caught,2,v England,Leeds,05-Sep-14
248,8,37,21,0,0,38.09,6,bowled,2,v West Indies,Kochi,08-Oct-14
249,51*,66,40,5,1,127.5,6,not out,1,v West Indies,Delhi,11-Oct-14
250,6,10,5,0,0,120,5,run out,1,v West Indies,Dharamsala,17-Oct-14
251,19,42,31,2,0,61.29,6,bowled,1,v Australia,Melbourne,18-Jan-15
252,34,70,61,1,0,55.73,6,caught,1,v England,Brisbane,20-Jan-15
253,DNB,-,-,-,-,-,-,-,1,v Australia,Sydney,26-Jan-15
254,17,38,32,3,0,53.12,6,lbw,1,v England,Perth,30-Jan-15
255,18,22,13,1,1,138.46,5,caught,1,v Pakistan,Adelaide,15-Feb-15
256,18,22,11,3,0,163.63,6,caught,1,v South Africa,Melbourne,22-Feb-15
257,DNB,-,-,-,-,-,-,-,2,v U.A.E.,Perth,28-Feb-15
258,45*,96,56,3,1,80.35,6,not out,2,v West Indies,Perth,06-Mar-15
259,DNB,-,-,-,-,-,-,-,2,v Ireland,Hamilton,10-Mar-15
260,85*,113,76,8,2,111.84,6,not out,2,v Zimbabwe,Auckland,14-Mar-15
261,6,28,11,0,0,54.54,6,caught,1,v Bangladesh,Melbourne,19-Mar-15
262,65,94,65,3,2,100,6,run out,2,v Australia,Sydney,26-Mar-15
263,5,13,7,0,0,71.42,6,caught,2,v Bangladesh,Mirpur,18-Jun-15
264,47,112,75,3,0,62.66,4,caught,1,v Bangladesh,Mirpur,21-Jun-15
265,69,112,77,6,1,89.61,4,caught,1,v Bangladesh,Mirpur,24-Jun-15
266,31,54,30,1,0,103.33,5,caught,2,v South Africa,Kanpur,11-Oct-15
267,92*,144,86,7,4,106.97,5,not out,1,v South Africa,Indore,14-Oct-15
268,47,85,61,5,0,77.04,4,caught,2,v South Africa,Rajkot,18-Oct-15
269,15,28,16,1,0,93.75,6,caught,1,v South Africa,Chennai,22-Oct-15
270,27,50,29,3,0,93.1,6,bowled,2,v South Africa,Wankhede,25-Oct-15
271,18,18,13,1,1,138.46,4,caught,1,v Australia,Perth,12-Jan-16
272,11,16,10,0,0,110,5,caught,1,v Australia,Brisbane,15-Jan-16
273,23,23,9,2,2,255.55,5,caught,1,v Australia,Melbourne,17-Jan-16
274,0,2,3,0,0,0,4,caught,2,v Australia,Canberra,20-Jan-16
275,34,64,42,1,1,80.95,5,caught,2,v Australia,Sydney,23-Jan-16
276,DNB,-,-,-,-,-,-,-,2,v Zimbabwe,Harare,11-Jun-16
277,DNB,-,-,-,-,-,-,-,2,v Zimbabwe,Harare,13-Jun-16
278,DNB,-,-,-,-,-,-,-,2,v Zimbabwe,Harare,15-Jun-16
279,21,41,24,1,1,87.5,5,run out,2,v New Zealand,Dharamsala,16-Oct-16
280,39,95,65,3,0,60,5,caught,2,v New Zealand,Delhi,20-Oct-16
281,80,122,91,6,3,87.91,4,caught,2,v New Zealand,Mohali,23-Oct-16
282,11,36,31,0,0,35.48,4,bowled,2,v New Zealand,Ranchi,26-Oct-16
283,41,64,59,4,1,69.49,4,lbw,1,v New Zealand,Visakhapatnam,29-Oct-16
284,6,7,6,1,0,100,5,caught,2,v England,Pune,15-Jan-17
285,134,203,122,10,6,109.83,5,caught,1,v England,Cuttack,19-Jan-17
286,25,45,36,1,1,69.44,5,caught,2,v England,Eden Gardens,22-Jan-17
287,DNB,-,-,-,-,-,-,-,1,v Pakistan,Birmingham,04-Jun-17
288,63,78,52,7,2,121.15,5,caught,1,v Sri Lanka,The Oval,08-Jun-17
289,DNB,-,-,-,-,-,-,-,2,v South Africa,The Oval,11-Jun-17
290,DNB,-,-,-,-,-,-,-,2,v Bangladesh,Birmingham,15-Jun-17
291,4,23,16,0,0,25,5,caught,2,v Pakistan,The Oval,18-Jun-17
292,9*,-,9,1,0,100,5,not out,1,v West Indies,Port of Spain,23-Jun-17
293,13*,-,13,1,0,100,6,not out,1,v West Indies,Port of Spain,25-Jun-17
294,78*,-,79,4,2,98.73,5,not out,1,v West Indies,North Sound,30-Jun-17
295,54,-,114,1,0,47.36,5,caught,2,v West Indies,North Sound,02-Jul-17
296,DNB,-,-,-,-,-,-,-,2,v West Indies,Kingston,06-Jul-17
297,DNB,-,-,-,-,-,-,-,2,v Sri Lanka,Dambulla,20-Aug-17
298,45*,-,68,1,0,66.17,6,not out,2,v Sri Lanka,Pallekele,24-Aug-17
299,67*,-,86,4,1,77.9,6,not out,2,v Sri Lanka,Pallekele,27-Aug-17
300,49*,-,42,5,1,116.66,7,not out,1,v Sri Lanka,Colombo (RPS),31-Aug-17
301,1*,-,1,0,0,100,6,not out,2,v Sri Lanka,Colombo (RPS),03-Sep-17
302,79,152,88,4,2,89.77,6,caught,1,v Australia,Chennai,17-Sep-17
303,5,19,10,1,0,50,6,caught,1,v Australia,Eden Gardens,21-Sep-17
304,3*,9,6,0,0,50,7,not out,2,v Australia,Indore,24-Sep-17
305,13,12,10,1,1,130,7,bowled,2,v Australia,Bengaluru,28-Sep-17
306,DNB,-,-,-,-,-,-,-,2,v Australia,Nagpur,01-Oct-17
307,25,54,42,2,0,59.52,6,caught,1,v New Zealand,Wankhede,22-Oct-17
308,18*,22,21,3,0,85.71,6,not out,2,v New Zealand,Pune,25-Oct-17
309,25,29,17,3,0,147.05,5,caught,1,v New Zealand,Kanpur,29-Oct-17
310,65,129,87,10,2,74.71,6,caught,1,v Sri Lanka,Dharamsala,10-Dec-17
311,7,11,5,0,1,140,4,lbw,1,v Sri Lanka,Mohali,13-Dec-17
312,DNB,-,-,-,-,-,-,-,2,v Sri Lanka,Visakhapatnam,17-Dec-17
313,4*,5,3,1,0,133.33,6,not out,2,v South Africa,Durban,01-Feb-18
314,DNB,-,-,-,-,-,-,-,2,v South Africa,Centurion,04-Feb-18
315,10,38,22,0,0,45.45,6,caught,1,v South Africa,Cape Town,07-Feb-18
316,42*,66,43,3,1,97.67,6,not out,1,v South Africa,Johannesburg,10-Feb-18
317,13,28,17,1,0,76.47,7,caught,1,v South Africa,Gqeberha,13-Feb-18
318,DNB,-,-,-,-,-,-,-,2,v South Africa,Centurion,16-Feb-18
319,DNB,-,-,-,-,-,-,-,2,v England,Nottingham,12-Jul-18
320,37,-,59,2,0,62.71,6,caught,2,v England,Lord's,14-Jul-18
